Model,Question,Question Type,Expected Answer,BLEU,ROUGE-L,F1,BERTScore (F1),Semantic Sim,Recall@5,Faithfulness,Answer Length,Time to First Token (s),Tokens per Second,Total Time (s),Peak Memory (MB)
gemma3:4b,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.05555555555555556,6.25,0.8290235797564188,0.6641047,1.0,0.73250073,35.0,3.076333333333333,7.509333333333333,6.995388746261597,6874.63
gemma3:4b,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.0,0.12255319148936171,18.47041847041847,0.8416633009910583,0.3783826,1.0,0.7241402,43.0,9.961,4.266,15.25168514251709,8112.47
gemma3:4b,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.10731293186802898,0.30012077294685996,30.06734006734007,0.8921034534772238,0.8036814,1.0,0.59155035,38.666666666666664,3.087666666666667,7.460333333333334,7.521824598312378,6868.393333333333
gemma3:4b,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.0,0.17267961763798947,13.847780126849896,0.8898943265279134,0.6442584,1.0,0.6516586,42.333333333333336,2.9716666666666662,8.251,7.489763975143433,6869.813333333333
gemma3:4b,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.07913359113264883,0.2950949759460398,22.650283321015028,0.8843054175376892,0.81753486,0.0,0.7919612,39.333333333333336,2.8266666666666667,8.425666666666666,7.7728965282440186,6876.8533333333335
gemma3:4b,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.0,0.11250873515024458,12.16326530612245,0.822754442691803,0.52918553,1.0,0.6517431,49.333333333333336,2.8326666666666664,8.918333333333335,7.949350277582805,6873.82
gemma3:4b,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.08312547644674334,0.23086759464247833,23.390307066222714,0.8684539993604025,0.72773695,0.0,0.77102286,48.333333333333336,2.9433333333333334,8.803333333333333,8.848891735076904,6869.88
gemma3:4b,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.02860584161397169,0.0,0.7728681564331055,0.01557042,0.0,0.22578736,42.0,3.1316666666666664,7.547666666666667,7.590955098470052,6881.88
gemma3:4b,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.12135478298013758,0.4958112874779541,53.547409301885004,0.929641584555308,0.90600365,0.0,0.5084921,34.666666666666664,2.9603333333333333,7.908333333333334,7.719329039255778,6879.036666666667
gemma3:4b,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.23868583481132974,0.45107984748545826,55.269730269730275,0.9289191563924154,0.893122,0.0,0.6972591,35.666666666666664,3.174,7.766333333333333,8.60241182645162,6871.306666666666
gemma3:4b,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.04655022475134745,0.30931337850136514,23.598161813441738,0.8956142663955688,0.8009715,0.0,0.71653247,49.0,2.9819999999999998,8.410333333333332,8.079912026723227,6871.813333333333
gemma3:4b,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.018518518518518517,0.0,0.7658307949701945,-0.055478126,0.0,0.42686772,39.666666666666664,2.8683333333333336,8.202666666666667,7.3819053173065186,6870.853333333333
gemma3:4b,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.07556776334211164,0.2206851119894598,24.021779254337392,0.8735596934954325,0.8476033,1.0,0.6628041,38.333333333333336,2.779666666666667,7.736,7.369296550750732,6883.613333333334
gemma3:4b,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.09949299966275327,0.4324422622294963,54.53521500033128,0.9281068642934164,0.80816275,0.0,0.38408163,29.666666666666668,3.1293333333333333,7.391666666666667,7.3183534145355225,6868.543333333334
gemma3:4b,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.0,0.0,0.7714694539705912,-0.0024027564,0.0,0.53628707,29.333333333333332,3.0416666666666665,6.5696666666666665,6.597200473149617,6878.5199999999995
llama3.2:1b,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,0.03463208974543564,0.4031215161649944,51.1428982173663,0.9108435114224752,0.79679805,0.0,0.5087988,38.666666666666664,2.341666666666667,18.740333333333332,4.639148871103923,6880.553333333333
llama3.2:1b,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,0.0,0.17468490490802865,19.896363158774506,0.8432478507359823,0.46132734,1.0,0.366536,29.0,2.354,12.655666666666667,4.242618958155314,6882.016666666667
llama3.2:1b,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.",0.3048394681422187,0.5524928600571195,59.86187455954897,0.9379769166310629,0.8315396,0.0,0.4260458,30.0,2.3143333333333334,15.211333333333334,4.4599959055582685,6881.643333333333
llama3.2:1b,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,0.0,0.03087719298245614,0.0,0.7709917227427164,0.020181246,0.0,0.23676662,33.666666666666664,2.346,13.366,4.312013387680054,6881.316666666667
llama3.2:1b,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,0.0,0.0,0.0,0.7791262666384379,-0.024016172,0.0,0.335367,13.666666666666666,2.356,7.096333333333334,3.882425308227539,6876.200000000001
llama3.2:1b,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.15384615384615385,18.181818181818183,0.8385974963506063,0.6770243,1.0,0.6669927,12.0,2.340666666666667,7.036666666666666,3.871856768925985,6886.856666666667
llama3.2:1b,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.0,0.19047619047619047,42.105263157894726,0.8665178418159485,0.49937606,1.0,0.6157481,16.0,8.635666666666665,2.567,10.39116644859314,6886.13
llama3.2:1b,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.23246789390604014,0.4791666666666667,51.452991452991455,0.903904914855957,0.71914786,1.0,0.60119945,21.333333333333332,2.3343333333333334,9.569,3.9456613858540854,6883.393333333333
llama3.2:1b,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.04495682722662728,0.16942508710801393,18.666666666666668,0.8751196066538492,0.5275233,1.0,0.690777,53.666666666666664,2.3396666666666666,19.56266666666667,4.535548289616902,6881.916666666667
llama3.2:1b,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.15798150132615243,0.4133423484336263,38.140267927501974,0.8846702774365743,0.80427176,0.0,0.747952,28.0,2.2586666666666666,13.300333333333334,4.207866112391154,6880.259999999999
llama3.2:1b,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.048652248287995276,0.171556013038257,18.276014109347443,0.8422638177871704,0.5908688,1.0,0.6715403,50.333333333333336,2.279666666666667,18.863666666666667,4.4807554880778,6886.623333333333
llama3.2:1b,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.09082514344211796,0.36387567240561797,29.219251336898395,0.8870415290196737,0.771933,0.0,0.7879057,25.666666666666668,2.29,12.786000000000001,4.144623756408691,6886.526666666668
llama3.2:1b,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.0,0.0,0.7632750074068705,0.029630655,0.0,0.38478336,16.666666666666668,2.425666666666667,7.331,3.8838209311167398,6887.163333333333
llama3.2:1b,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.15475960923430013,0.3273042273042273,43.961780929866045,0.9151159922281901,0.8482952,0.0,0.4579288,44.333333333333336,2.3093333333333335,18.471666666666668,4.623167991638184,6877.94
llama3.2:1b,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.2160767780264546,0.34950638792102207,51.55252925526967,0.9217263062795004,0.85631484,0.0,0.6610721,34.333333333333336,2.3433333333333333,15.742333333333333,4.622735261917114,6884.873333333333
llama3.2:1b,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.08883935316491827,0.2614141414141414,28.942652329749098,0.8541318575541178,0.5175579,0.0,0.57593316,35.0,2.26,14.243666666666664,4.090667088826497,6880.453333333334
llama3.2:1b,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.0,0.0,0.7656410137812296,-0.029185414,0.0,0.39536715,27.0,2.251333333333333,11.524000000000001,3.880690336227417,6886.473333333332
llama3.2:1b,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.015431961120549823,0.100997150997151,13.38234933705855,0.8560911218325297,0.6944504,1.0,0.59254396,65.66666666666667,2.2390000000000003,22.95266666666667,4.585260947545369,6886.586666666667
llama3.2:1b,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.0,0.29547309450796744,31.075514874141874,0.8897442817687988,0.6688021,0.0,0.41303793,36.0,2.3753333333333333,15.014000000000001,4.415821472803752,6883.753333333334
llama3.2:1b,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.0,0.0,0.7828396360079447,0.008776189,0.0,0.5375669,14.666666666666666,2.389666666666667,7.007666666666666,3.9098867575327554,6886.790000000001
llama3.2:latest,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,0.0,0.32579647386328486,40.33463287849253,0.8990994095802307,0.80956006,0.0,0.48632082,43.333333333333336,2.827666666666667,13.690333333333333,5.986995697021484,6881.360000000001
llama3.2:latest,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,0.0,0.04292929292929293,4.902576995600252,0.814894457658132,0.41863856,1.0,0.37137687,37.0,2.880333333333333,11.233666666666666,5.550994237263997,6873.55
llama3.2:latest,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.",0.20723183284335078,0.4371524303118108,50.640470640470646,0.9233541886011759,0.83899623,0.0,0.38365933,52.666666666666664,2.7086666666666672,15.807000000000002,6.3212495644887285,6875.88
llama3.2:latest,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,0.0,0.0196078431372549,0.0,0.7705939412117004,-0.00790331,0.0,0.29523245,37.666666666666664,2.8206666666666664,11.016333333333334,5.497252702713013,6887.026666666668
llama3.2:latest,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,0.0,0.022528865108420167,0.0,0.7690945267677307,-0.04700753,0.0,0.3771226,49.666666666666664,2.816333333333333,13.651333333333334,5.878272533416748,6882.143333333333
llama3.2:latest,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.13765182186234817,16.0427807486631,0.8410170475641886,0.66282153,1.0,0.6524658,14.0,2.7769999999999997,5.8196666666666665,4.569933334986369,6879.656666666667
llama3.2:latest,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.0,0.08019269369731032,12.713839158851947,0.8353511293729147,0.46611252,1.0,0.6493992,44.666666666666664,4.687666666666666,9.602333333333332,7.774074872334798,6882.216666666667
llama3.2:latest,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.08920652277905565,0.21496427070197563,24.057707216772844,0.8731590509414673,0.6425704,1.0,0.5704058,54.666666666666664,2.794333333333333,14.170666666666667,5.855617682139079,6878.926666666666
llama3.2:latest,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.039950564609782864,0.1501551462335776,16.463768115942027,0.8714181582132975,0.3624541,1.0,0.56772214,48.333333333333336,2.6373333333333333,14.451333333333332,5.603788693745931,6879.546666666666
llama3.2:latest,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.0759629537938226,0.2306191315205122,22.458015464250213,0.8707649906476339,0.8016505,0.0,0.77350783,50.666666666666664,2.7006666666666668,14.854666666666667,5.957361618677775,6879.883333333334
llama3.2:latest,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.023153495626772148,0.11320874650394101,13.333333333333334,0.8302211165428162,0.4713758,1.0,0.55714625,53.0,2.6199999999999997,14.460999999999999,5.670695861180623,6876.079999999999
llama3.2:latest,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.07883968722168068,0.20056402390310932,21.701015965166906,0.8613142967224121,0.74310035,0.0,0.687596,51.666666666666664,2.628,15.064333333333332,5.807934284210205,6874.583333333333
llama3.2:latest,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.016260162601626015,0.0,0.7735254367192587,0.034038413,0.0,0.19198151,31.0,2.798,9.137333333333332,4.954420169194539,6884.43
llama3.2:latest,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.14972211539618654,0.3423276652072091,47.85175700668659,0.9119881391525269,0.7955672,0.0,0.4182119,49.333333333333336,2.78,14.405333333333333,6.113741636276245,6879.796666666666
llama3.2:latest,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.17077829924149998,0.3538775295978886,50.26153531457292,0.9148257772127787,0.8209903,0.0,0.6667552,42.0,2.7880000000000003,13.019,5.954381465911865,6882.266666666667
llama3.2:latest,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.0,0.07385202135774217,9.670142064508262,0.8373733361562093,0.40730932,0.0,0.52773255,62.666666666666664,2.61,15.468333333333334,5.7885622183481855,6880.316666666667
llama3.2:latest,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.0,0.0,0.7624943455060323,-0.055173595,0.0,0.38228488,41.0,2.6013333333333333,12.565,5.161025365193685,6875.066666666667
llama3.2:latest,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.039881484143420416,0.1681300888951162,18.021155830753354,0.8655028740564982,0.80829734,1.0,0.5958523,49.666666666666664,2.5306666666666664,13.892666666666665,5.320159832636516,6888.053333333333
llama3.2:latest,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.0,0.21293896321070235,30.700018843037498,0.8914961616198221,0.73448086,0.0,0.3850725,52.333333333333336,2.783,14.975333333333333,6.144173781077067,6876.87
llama3.2:latest,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.017543859649122806,0.0,0.7730268637339274,0.0150394365,0.0,0.52703154,31.666666666666668,2.9173333333333336,9.540999999999999,5.278681914011638,6884.283333333333
phi4-mini:latest,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,0.057560614969630976,0.2517811440824514,24.444444444444446,0.8524888753890991,0.5451874,0.0,0.4418126,48.0,2.9103333333333334,14.887,7.193514506022136,8105.346666666667
phi4-mini:latest,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,0.0,0.029025968156402942,3.1020048468825734,0.8014983336130778,0.4226203,1.0,0.4222261,119.66666666666667,3.2183333333333337,17.450333333333333,9.744778951009115,8126.136666666666
phi4-mini:latest,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.",0.09819296418035543,0.2366480492293288,26.124921858978002,0.8604917724927267,0.5476119,0.0,0.37480298,62.666666666666664,2.8926666666666665,16.492333333333335,7.881899515787761,8103.026666666666
phi4-mini:latest,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,0.0,0.026432387584551034,0.0,0.7368815541267395,0.038371693,0.0,0.33704582,999.0,3.1296666666666666,17.519000000000002,73.10783982276917,8130.509999999999
phi4-mini:latest,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,0.0,0.07638087914904525,0.0,0.7486213048299154,0.032733586,0.0,0.2958472,106.66666666666667,2.9963333333333337,13.559333333333333,9.914814869562784,8114.266666666666
phi4-mini:latest,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.07780268617387372,8.572570971611356,0.811245342095693,0.617819,1.0,0.68627495,54.333333333333336,2.982333333333333,12.555666666666667,6.921310186386108,8116.223333333334
phi4-mini:latest,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.016346691681205217,0.13977809629983542,20.85302085302085,0.8470722436904907,0.503539,1.0,0.6019413,52.0,4.455666666666667,9.991333333333333,8.132784922917685,8089.296666666666
phi4-mini:latest,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.05216728270422583,0.1362423151896836,14.348953140578265,0.8543765942255656,0.71605855,1.0,0.63064057,110.33333333333333,2.8976666666666664,17.016666666666666,8.476970990498861,8104.3966666666665
phi4-mini:latest,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.00706057586169346,0.034999999999999996,3.714072415080254,0.8113735119501749,0.3670031,1.0,0.52172774,82.66666666666667,2.9120000000000004,17.789666666666665,8.429935296376547,8157.91
phi4-mini:latest,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.05908382028145562,0.18049125514403294,16.38698556345615,0.8576117753982544,0.8150622,0.0,0.7703404,79.0,2.7533333333333334,15.869666666666665,7.296797037124634,8108.113333333334
phi4-mini:latest,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.0036797975928226554,0.044543230719924796,4.721505909232177,0.7999381621678671,0.36498317,1.0,0.61318636,149.66666666666666,2.828333333333333,19.924,9.873220046361288,8108.133333333334
phi4-mini:latest,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.036413024603065704,0.10407602887255628,10.707378283565541,0.8248414595921835,0.65895945,0.0,0.7278886,729.3333333333334,2.7533333333333334,18.901,41.663347244262695,8095.713333333333
