Model,Question,Question Type,Expected Answer,BLEU,ROUGE-L,F1,BERTScore (F1),Semantic Sim,Recall@5,Faithfulness,Answer Length,Time to First Token (s),Tokens per Second,Total Time (s),Peak Memory (MB)
BF16,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.0,0.11701371404875449,12.699763593380615,0.8256077567736307,0.4950323,1.0,0.6603074,46.666666666666664,4.435,3.1496666666666666,19.106070677439373,5548.2733333333335
BF16,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.07881063892108842,0.22452107279693487,22.102564102564102,0.8679298559824625,0.7578525,0.0,0.76923996,48.333333333333336,4.703333333333333,3.1573333333333333,21.303762674331665,5550.923333333333
BF16,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.03235867446393762,0.0,0.7708851099014282,0.016365869,0.0,0.22036617,37.0,5.523,2.6779999999999995,16.91753125190735,5544.693333333334
BF16,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.1782596058151937,0.5083802696705922,52.758620689655174,0.9347804586092631,0.8556549,0.0,0.46475717,43.666666666666664,4.7026666666666666,3.1833333333333336,21.065416892369587,5550.126666666666
BF16,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.289399130917721,0.5642811289176238,58.92416225749559,0.9386591712633768,0.9369425,0.0,0.65718347,40.333333333333336,5.511666666666667,2.874,21.270861943562824,5551.066666666667
BF16,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.04929871523952123,0.3292929292929293,22.93178519593614,0.8959814707438151,0.7991008,0.0,0.7213276,45.0,4.732,3.1606666666666663,18.743761380513508,5551.113333333334
BF16,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.020833333333333332,0.0,0.765946626663208,-0.07271785,0.0,0.41163334,33.0,4.398666666666667,2.9293333333333336,16.178333441416424,5552.116666666666
BF16,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.024799971824011672,0.2056158633666232,19.046617890281166,0.8706880609194437,0.85908824,1.0,0.64273316,42.666666666666664,4.410333333333333,3.0283333333333338,18.081475496292114,5545.06
BF16,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.15173344776510878,0.39691473837815305,51.731893837156996,0.9327264229456583,0.87954396,0.0,0.4066678,28.333333333333332,5.120333333333334,2.8983333333333334,17.130914608637493,5550.55
BF16,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.0,0.0,0.7724194725354513,0.0025939196,0.0,0.5391889,31.666666666666668,5.026666666666666,2.6773333333333333,15.947289069493612,5545.78
Q4_0,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,0.0,0.4444444444444444,56.86274509803922,0.9246969819068909,0.90023285,0.0,0.44010362,22.0,2.8586666666666667,9.335333333333333,6.1312934557596845,5553.786666666667
Q4_0,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,0.0,0.13621744994294013,14.905982905982905,0.8456847866376241,0.4626665,1.0,0.38896516,27.333333333333332,2.8733333333333335,8.201666666666666,6.035169919331868,5547.366666666666
Q4_0,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.",0.37614209892363526,0.6626786307743436,67.74847870182556,0.9561204512914022,0.9145736,0.0,0.36453912,35.666666666666664,2.8186666666666667,11.341,7.287444114685059,5547.31
Q4_0,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,0.0,0.018018018018018018,0.0,0.771389921506246,-0.0160083,0.0,0.32224157,32.333333333333336,2.9073333333333333,8.312666666666667,6.1973832448323565,5549.946666666667
Q4_0,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,0.0,0.0,0.0,0.7717207272847494,-0.061582368,0.0,0.3604847,28.666666666666668,2.8373333333333335,8.252666666666666,5.8381344477335615,5547.566666666667
Q4_0,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.05555555555555556,6.25,0.8290073474248251,0.6585514,1.0,0.72320336,35.0,2.781333333333334,9.320333333333332,5.9528350830078125,5554.036666666667
Q4_0,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.0,0.13526077097505668,24.42002442002442,0.8480472366015116,0.37629226,1.0,0.7208633,38.666666666666664,10.011333333333333,4.374,14.041148900985718,5547.796666666666
Q4_0,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.07554088961651734,0.2838095238095238,26.675450153711026,0.890048603216807,0.7954425,1.0,0.610615,40.333333333333336,2.8083333333333336,9.465666666666666,6.50533397992452,5549.02
Q4_0,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.0,0.04683257918552036,4.9641478212906796,0.8624389171600342,0.6121704,1.0,0.57607794,39.333333333333336,2.778,10.300666666666666,6.350661516189575,5554.433333333333
Q4_0,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.10846053512318737,0.3288975021533161,28.051836909346537,0.8934184511502584,0.8271422,0.0,0.76754063,34.666666666666664,2.6526666666666667,9.922666666666666,6.2893138726552325,5557.386666666666
Q4_0,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.0,0.11266582104539928,12.503618468664063,0.8331258694330851,0.48326227,1.0,0.6444103,48.333333333333336,2.7143333333333337,10.582666666666666,6.756680727005005,5547.23
Q4_0,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.08213560055470014,0.2099706744868035,23.240740740740744,0.8687712351481119,0.7253213,0.0,0.76356155,46.0,2.8166666666666664,10.876,7.180609941482544,5549.793333333334
Q4_0,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.048780487804878044,0.0,0.7709635496139526,0.0077842902,0.0,0.2117107,38.333333333333336,2.8160000000000003,9.016,6.1190574169158936,5549.333333333333
Q4_0,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.13176505677851766,0.5562948784168363,59.35353535353534,0.939407745997111,0.86951685,0.0,0.45134535,40.0,2.7419999999999995,10.591333333333333,7.030745108922322,5548.2733333333335
Q4_0,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.12653083723555844,0.3398601398601399,34.85016648168701,0.9098785916964213,0.7973307,0.0,0.60160905,32.0,2.8313333333333333,9.096333333333334,6.677693049112956,5554.02
Q4_0,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.07814003010165176,0.28888484928609204,22.084320515157035,0.8923450509707133,0.82521087,0.0,0.75667983,53.0,2.7303333333333337,11.187666666666667,6.959626992543538,5554.79
Q4_0,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.0,0.0,0.7680996457735697,-0.067721434,0.0,0.38393474,33.0,2.6430000000000002,9.307333333333332,5.931106011072795,5547.566666666667
Q4_0,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.07497040254427617,0.21430773974714767,23.07963354474982,0.8761097391446432,0.85511327,1.0,0.64492756,40.666666666666664,2.6999999999999997,9.732,6.289541482925415,5544.713333333333
Q4_0,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.08008429131672207,0.3264417966288923,42.79023877709226,0.9201242327690125,0.8642807,0.0,0.40646482,37.666666666666664,2.81,10.543333333333333,6.7734534740448,5549.490000000001
Q4_0,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.0,0.0,0.77243705590566,0.0055468716,0.0,0.54386735,32.0,2.808666666666667,8.535666666666666,5.971126317977905,5548.19
Q8_0,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,0.0,0.44867724867724873,57.51633986928105,0.9239379167556763,0.9077237,0.0,0.43621644,21.666666666666668,3.3393333333333337,5.896666666666666,8.784277200698853,5557.45
Q8_0,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,0.0,0.10455840455840455,11.79193899782135,0.8460180958112081,0.37111142,1.0,0.44822338,35.333333333333336,3.3800000000000003,5.687333333333334,9.55573026339213,5552.866666666666
Q8_0,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.",0.2867656785795099,0.658119658119658,81.95800059154097,0.9625218311945597,0.95920223,0.0,0.36323908,30.666666666666668,3.0966666666666662,6.060666666666666,9.655865828196207,5548.223333333332
Q8_0,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,0.0,0.03812636165577342,0.0,0.7750367124875387,0.0029482625,0.0,0.31570706,34.0,3.3066666666666666,5.460999999999999,9.028194904327393,5554.2
Q8_0,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,0.0,0.0,0.0,0.7730114261309305,-0.053167533,0.0,0.36782146,27.0,3.3326666666666664,5.085666666666667,8.216962575912476,5548.57
Q8_0,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,0.0,0.06481481481481481,7.341269841269842,0.8307462533315023,0.6630525,1.0,0.7181037,31.0,3.1976666666666667,5.5760000000000005,8.253838618596395,5554.693333333334
Q8_0,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,0.0,0.12950971322849214,19.35733643050716,0.8420919974644979,0.36691117,1.0,0.69553757,40.333333333333336,10.681333333333333,3.457333333333333,17.78246323267619,5546.986666666667
Q8_0,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,0.10427433578320199,0.2916666666666667,29.62962962962963,0.8890308737754822,0.8087187,1.0,0.58870566,40.0,3.1983333333333337,5.816333333333333,9.577455043792725,5555.676666666666
Q8_0,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,0.0,0.04196217494089835,4.4459083589518364,0.8613205750783285,0.6008616,1.0,0.61007404,43.666666666666664,3.0156666666666667,6.6000000000000005,9.493118365605673,5555.22
Q8_0,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,0.0897292081428503,0.26021285653469567,24.139433551198255,0.8863326708475748,0.83307886,0.0,0.7621088,45.666666666666664,2.949333333333333,6.9013333333333335,10.638335784276327,5549.826666666667
Q8_0,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,0.0,0.11066704193639178,12.023041622540996,0.8258572419484457,0.49455646,1.0,0.6389684,50.0,2.9923333333333333,6.5023333333333335,10.32833425203959,5550.360000000001
Q8_0,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,0.07729005095655402,0.21096600907659535,21.824753123310284,0.8674580653508505,0.74999624,0.0,0.76522046,49.0,3.0073333333333334,6.567333333333333,11.213964382807413,5548.716666666667
Q8_0,Which course is available in German and focuses on blockchain?,unanswerable,N/A,0.0,0.0,0.0,0.7722209692001343,0.009726754,0.0,0.23273754,34.666666666666664,3.3853333333333335,5.232666666666667,8.775806744893393,5547.05
Q8_0,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,0.12733553637838188,0.5009487666034155,44.76973121040917,0.9248552719751993,0.87604475,0.0,0.48670042,46.0,3.0656666666666665,6.691666666666666,11.497797330220541,5546.003333333334
Q8_0,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,0.22762660791278275,0.4352914235715921,48.58906525573192,0.9279693762461344,0.8359267,0.0,0.605994,36.333333333333336,3.361666666666667,5.781666666666666,10.685823758443197,5552.116666666666
Q8_0,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,0.05000666528454525,0.3294413134035776,22.94285235461706,0.8944385449091593,0.778214,0.0,0.7113681,44.666666666666664,3.0596666666666668,6.259333333333333,10.062777519226074,5555.393333333333
Q8_0,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,0.0,0.020833333333333332,0.0,0.764172375202179,-0.05529203,0.0,0.43377125,35.666666666666664,2.9346666666666668,6.056333333333334,8.675695737202963,5551.276666666668
Q8_0,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,0.07497040254427617,0.21914332968912062,23.26420349676164,0.8727310498555502,0.8657451,1.0,0.6530928,40.0,2.9403333333333332,5.992,9.418715476989746,5552.599999999999
Q8_0,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,0.22370330022217985,0.538401559454191,56.731012818564125,0.9260814189910889,0.8077008,0.0,0.43038478,27.666666666666668,3.301,5.321666666666666,8.725087324778238,5549.906666666667
Q8_0,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,0.0,0.0,0.0,0.7708497444788615,0.004952813,0.0,0.55002564,31.333333333333332,3.244666666666667,5.352333333333333,8.662146806716919,5546.683333333333
