Model,Question,Question Type,Expected Answer,Generated Answer,BLEU,ROUGE-L,F1,BERTScore (F1),Semantic Sim,Recall@5,Faithfulness,Answer Length,Time to First Token (s),Tokens per Second,Total Time (s),Peak Memory (MB)
BF16,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,"'Artificial Intelligence Fundamentals' has a duration of 10+ hours, which is longer than 'Getting Started with Artificial Intelligence' at 3 hours. Therefore, 'Artificial Intelligence Fundamentals' is the longer credential.",0.13628770358024436,0.3902439024390244,51.28205128205128,0.9301313161849976,0.86120415,0.0,0.43855107,29,5.057,2.923,17.2311749458313,5548.78
BF16,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,"'Machine Learning for Data Science Projects' has a duration of 20+ hours, which is more extensive than 'Data Fundamentals' at 7 hours. 'Getting Started with Data' is 3 hours long. Therefore, 'Machine Learning for Data Science Projects' is the more comprehensive course in duration.",0.17502608037447154,0.4838709677419354,56.666666666666664,0.9362419843673706,0.8500609,0.0,0.44523728,44,4.753,3.234,20.76796269416809,5555.11
BF16,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,"""Cybersecurity Fundamentals"" takes 7.5 hours, while ""Getting Started with Cybersecurity"" only takes 3 hours. Therefore, ""Cybersecurity Fundamentals"" requires more time to complete.",0.0,0.4444444444444444,64.70588235294117,0.9337000846862793,0.904854,0.0,0.43184453,22,4.972,3.099,15.412843704223633,5557.13
BF16,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.","Yes, ""Journey to Cloud: Orchestrating Your Solution"" is longer than ""Journey to Cloud: Envisioning Your Solution."" The former has a duration of 20+ hours, while the latter is only 5 hours long.",0.27374470067207335,0.6538461538461537,81.63265306122449,0.9608973264694214,0.9563638,0.0,0.36394548,32,4.743,3.138,17.60433077812195,5549.42
BF16,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,"'Build Your First Chatbot Using IBM watsonx™' is shorter at 60 minutes total course time compared to 'Generative AI in Action', which also has a duration of 60 minutes. Both courses have the same duration.",0.344484723438301,0.6071428571428571,62.96296296296296,0.9487067461013794,0.9469888,0.0,0.6488737,35,5.521,2.804,18.77491807937622,5550.71
BF16,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,"I don’t know which course specifically teaches quantum computing with IBM Qiskit. The provided contexts focus on AI, data classification, and chatbots using IBM watsonx. They do not offer information about quantum computing courses.",0.0,0.0,0.0,0.7674831748008728,-0.07731674,0.0,0.3974856,34,4.397,2.969,16.424694299697876,5548.85
BF16,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,"I am sorry, but the provided context does not include the cost of the ""Artificial Intelligence Fundamentals"" course. It only describes the course’s content, duration, and eligibility.",0.0,0.0,0.0,0.7732106447219849,-0.030654643,0.0,0.399767,27,5.507,2.683,15.152447700500488,5549.58
BF16,Which course is available in German and focuses on blockchain?,unanswerable,N/A,"I do not have enough information to answer your question. The provided context describes courses in English and other languages, but none of them are available in German and focus on blockchain.",0.0,0.0,0.0,0.7708287835121155,0.040179335,0.0,0.2175882,32,5.516,2.577,14.852256536483765,5546.87
BF16,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,"I don't know who the instructor of the 'Getting Started with Cybersecurity' course is, based on the provided context. The documents only describe the course content and learning outcomes, not the instructor's name.",0.0,0.0,0.0,0.7704430818557739,0.014933076,0.0,0.53714156,33,4.885,2.594,17.550502061843872,5546.23
BF16,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,I do not have the ISBN number for the textbook used in the 'Data Fundamentals' course. The provided context describes various data-related credentials but does not include information about a specific textbook’s ISBN.,0.0,0.05405405405405405,0.0,0.7767727375030518,-0.0019963644,0.0,0.32468668,33,5.349,2.659,16.570928812026978,5553.79
Q4_0,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,The total duration of the course 'Build Your First Chatbot Using IBM watsonx™' is 60 minutes. This course covers the steps to create conversational chatbots and the fundamentals of NLP. It includes a hands-on simulation using IBM watsonx to build a simple chatbot.,0.0,0.1224489795918367,19.047619047619047,0.842789888381958,0.34284425,1.0,0.71685046,43,9.973,4.748,14.186522722244263,5551.29
Q4_0,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,"The course titled ""Explore Text to Speech Using IBM watsonx"" introduces the fundamentals of text-to-speech technology. It utilizes a hands-on simulation with IBM watsonx to help you understand the basics. This course focuses on the role of generative AI in developing text-to-speech systems.",0.09370187147763513,0.21818181818181817,26.666666666666668,0.8721896409988403,0.7248696,0.0,0.76819164,43,2.752,10.772,7.003467798233032,5554.68
Q4_0,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,The credential area of the course 'Getting Started with Cybersecurity' is Cybersecurity. It provides a foundational understanding of cybersecurity key elements and threats. This course covers topics like data privacy and the CIA triad model.,0.0,0.05555555555555556,6.25,0.8285955190658569,0.65636486,1.0,0.71779305,35,2.786,9.337,5.947449207305908,5553.29
Q4_0,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,"The course titled ""Classifying Data Using IBM Granite"" teaches you how to classify data. It covers selecting an IBM Granite model for text-based data and using different prompts. This course focuses on identifying the best model and prompts for your needs.",0.07439991547203502,0.21276595744680848,23.25581395348837,0.8769405484199524,0.84226936,1.0,0.6544883,41,2.858,9.434,6.424748182296753,5544.23
Q4_0,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,"The 'Artificial Intelligence Fundamentals' course has a duration of 10+ hours. However, other courses related to AI have durations of 3 hours or 60 minutes.",0.0,0.14814814814814814,16.0,0.843906581401825,0.46533602,1.0,0.3960997,25,2.867,7.974,5.926886796951294,5546.99
Q4_0,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,"The course titled ""Build Your First Chatbot Using IBM watsonx” involves hands-on simulation. This course allows you to practice using IBM watsonx to generate code. It focuses on creating simple chatbots using natural language processing.",0.11620839902894889,0.32558139534883723,29.268292682926834,0.8925668001174927,0.81292474,0.0,0.7773574,35,2.617,9.886,6.237372159957886,5562.48
Q4_0,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,"The “Getting Started with Threat Intelligence and Hunting” course discusses both cybersecurity threat intelligence and hands-on learning activities. It includes concepts, methods, and tools related to the threat intelligence and hunting domain. This course provides hands-on experience for badge earners.",0.07611137668875849,0.2857142857142857,26.666666666666668,0.8879085779190063,0.78387487,1.0,0.6464803,40,2.768,9.629,6.4038801193237305,5545.88
Q4_0,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,"The “Use Generative AI for Software Development” course covers prompt engineering and includes information about career pathways in the domain. It also explores AI ethics and the applications of AI, along with the job outlook for AI-related roles. This course provides a foundational understanding of how to run an AI model.",0.0,0.10714285714285714,12.244897959183675,0.8317337036132812,0.4758721,1.0,0.68172616,51,2.637,11.005,6.750134229660034,5546.98
Q4_0,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,"The course titled “Use Generative AI for Software Development Using IBM watsonx” teaches how to switch programming languages and fix code using AI tools. It covers techniques like machine learning and AI ethics, allowing you to generate and modify code with AI assistance. This course provides a simulation environment to practice these skills.",0.09702083064346757,0.2903225806451613,23.333333333333332,0.8927975296974182,0.856074,0.0,0.7814574,53,2.73,11.191,6.871451139450073,5554.44
Q4_0,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,"The “Cybersecurity Fundamentals” course explains cybersecurity concepts, objectives, and practices. It covers topics such as cyber threats, social engineering, and risk management strategies. Additionally, this course includes an overview of the CIA triad and data privacy.",0.0,0.049999999999999996,5.405405405405406,0.8624392151832581,0.6386415,1.0,0.5988566,36,2.898,9.927,6.344464302062988,5553.66
Q4_0,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,"'Artificial Intelligence Fundamentals' has a duration of 10+ hours, which is longer than 'Getting Started with Artificial Intelligence' at 3 hours. 'Building AI Solutions Using Advanced Algorithms and Open Source Frameworks' lasts 20+ hours. Therefore, 'Artificial Intelligence Fundamentals' is the longest of the listed credentials.",0.08767946780314972,0.2807017543859649,37.03703703703704,0.908244252204895,0.83376324,0.0,0.44901663,45,2.784,11.72,7.239144563674927,5546.34
Q4_0,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,"""Machine Learning for Data Science Projects"" has a duration of 20+ hours, which is more comprehensive than ""Data Fundamentals"" with a duration of 7 hours. “Getting Started with Data” has a duration of 3 hours.",0.15956399774635494,0.6415094339622641,72.0,0.9494176506996155,0.85263306,0.0,0.42740548,35,2.746,9.865,6.518671035766602,5553.37
Q4_0,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,"‘Cybersecurity Fundamentals’ takes 7.5 hours, while ‘Getting Started with Cybersecurity’ only takes 3 hours. Therefore, ‘Cybersecurity Fundamentals’ requires more time to complete.",0.0,0.4444444444444444,52.94117647058824,0.9199046492576599,0.8956934,0.0,0.44962972,22,2.799,9.484,6.023117303848267,5547.43
Q4_0,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.","'Journey to Cloud: Orchestrating Your Solution' has a duration of 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' lasts for 5 hours. Therefore, 'Journey to Cloud: Orchestrating Your Solution' is longer than 'Journey to Cloud: Envisioning Your Solution'.",0.4131628028422428,0.5762711864406781,62.06896551724138,0.9534469842910767,0.9163607,0.0,0.3568812,39,2.754,11.876,7.3942224979400635,5546.8
Q4_0,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,"Both courses have a duration of 60 minutes. ‘Build Your First Chatbot Using IBM watsonx™’ and ‘IBM Granite Models for Software Development’ both take 60 minutes. Therefore, neither course is shorter than the other.",0.11939514264497716,0.32727272727272727,33.96226415094339,0.9114364385604858,0.80282676,0.0,0.6120858,34,2.808,9.412,6.735177516937256,5555.88
Q4_0,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,"I don't know which course specifically teaches quantum computing with IBM Qiskit. The provided context focuses on AI-related courses, including those using IBM watsonx and involving chatbots. These courses do not cover quantum computing.",0.0,0.0,0.0,0.7657594680786133,-0.07363626,0.0,0.39733186,34,2.654,9.479,5.984838247299194,5547.11
Q4_0,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,"I cannot determine the cost of the 'Artificial Intelligence Fundamentals' course from the provided context. The context only describes the course’s content, duration, and eligibility.",0.0,0.0,0.0,0.7760359048843384,-0.051977314,0.0,0.38044742,25,2.85,7.79,5.688053846359253,5548.34
Q4_0,Which course is available in German and focuses on blockchain?,unanswerable,N/A,"I cannot find a course that is specifically available in German and focuses on blockchain. The provided context describes courses related to artificial intelligence, data science, and fundamental AI concepts, but none mention blockchain or a German language option.",0.0,0.048780487804878044,0.0,0.7677238583564758,0.0048073325,0.0,0.21284549,39,2.805,9.127,6.062116384506226,5545.48
Q4_0,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,"I don't have enough information to answer who the instructor of the 'Getting Started with Cybersecurity' course is. The provided context describes different cybersecurity badges and courses, but it doesn't include instructor details.",0.0,0.0,0.0,0.7712224721908569,0.013915371,0.0,0.54272664,33,2.798,8.698,6.043770790100098,5547.86
Q4_0,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,I do not have the ISBN number for the textbook used in the ‘Data Fundamentals’ course. The provided context lists several data-related credentials but does not include information about a specific textbook’s ISBN.,0.0,0.05405405405405405,0.0,0.7717507481575012,-0.006208116,0.0,0.32263315,33,2.831,8.513,6.1516265869140625,5547.22
Q8_0,What is the total duration of the course 'Build Your First Chatbot Using IBM watsonx™'?,factual,60 minutes total course time,The total duration of the course 'Build Your First Chatbot Using IBM watsonx™' is 60 minutes. This course focuses on creating conversational chatbots and understanding Natural Language Processing. It includes a hands-on simulation using IBM watsonx to develop a simple chatbot.,0.0,0.1276595744680851,19.047619047619047,0.8414943218231201,0.37034607,1.0,0.6978909,41,10.415,3.551,17.53786015510559,5546.29
Q8_0,Which course introduces the fundamentals of text-to-speech technology using IBM watsonx?,factual,Explore Text to Speech Using IBM watson®,The course titled “Explore Text to Speech Using IBM watson” introduces the fundamentals of text-to-speech technology. It utilizes a hands-on simulation with IBM watsonx to help learners create and refine their own AI-powered voice systems. This course focuses on the basics of TTS technology and its application using IBM watsonx.,0.06428216024520217,0.22950819672131148,18.867924528301884,0.8692499399185181,0.768909,0.0,0.7740011,50,2.987,6.73,11.233778953552246,5549.58
Q8_0,What is the credential area of the course 'Getting Started with Cybersecurity'?,factual,Cybersecurity,The credential area of the course 'Getting Started with Cybersecurity' is Cybersecurity. It provides a foundational understanding of cybersecurity key elements and threats. This course covers concepts like data privacy and the CIA triad model.,0.0,0.05555555555555556,6.25,0.8289037942886353,0.6578849,1.0,0.7274431,35,3.172,5.993,8.527581691741943,5554.91
Q8_0,Which course teaches you how to classify data using IBM Granite models?,factual,Classifying Data Using IBM Granite,"The course titled ""Classifying Data Using IBM Granite"" teaches you how to classify data using IBM Granite models. It covers selecting a model and examining various prompts for text-based data. This course is designed for registered learners and lasts 60 minutes.",0.07439991547203502,0.21276595744680848,22.727272727272727,0.8727178573608398,0.8635036,1.0,0.6608107,41,2.852,6.133,9.31299352645874,5545.34
Q8_0,How long does the course 'Artificial Intelligence Fundamentals' take to complete?,factual,10+ hours,"The 'Artificial Intelligence Fundamentals' course takes 10+ hours to complete. It demonstrates knowledge of AI concepts like natural language processing and machine learning. Unfortunately, the exact duration of this specific course isn’t specified in the provided context.",0.0,0.1,11.11111111111111,0.8444473147392273,0.3332879,1.0,0.43527344,37,3.356,5.78,9.7114098072052,5555.99
Q8_0,Which course in the AI category involves hands-on simulation and uses IBM watsonx for chatbot creation?,multi-hop,Build Your First Chatbot Using IBM watsonx™,"The course titled ""Build Your First Chatbot Using IBM watsonx” involves hands-on simulation and uses IBM watsonx for chatbot creation. It teaches you how to create conversational chatbots that understand and respond to natural language. You will practice generating code using IBM watsonx in a simulation.",0.08983577738343547,0.25925925925925924,23.52941176470588,0.8869088888168335,0.8278435,0.0,0.7660854,46,3.053,6.83,10.61737847328186,5547.04
Q8_0,Which course discusses both cybersecurity threat intelligence and hands-on learning activities?,multi-hop,Getting Started with Threat Intelligence and Hunting,"The “Getting Started with Threat Intelligence and Hunting” course discusses both cybersecurity threat intelligence and hands-on learning activities. It includes concepts, methods, and tools related to the threat intelligence and hunting domain. This course offers practical experience alongside theoretical knowledge.",0.07611137668875849,0.2916666666666667,26.666666666666668,0.8885222673416138,0.80583054,1.0,0.59551454,40,3.205,5.806,9.600217342376709,5555.37
Q8_0,Which course includes learning about both prompt engineering and career pathways in generative AI?,multi-hop,Generative AI in Action,"The “Use Generative AI for Software Development” course includes learning about prompt engineering and career pathways in generative AI. It covers how AI can assist with coding and provides insights into the job outlook within the field. Furthermore, the course focuses on practical skills and the skills needed for success in AI roles.",0.0,0.10526315789473685,11.538461538461538,0.8236208558082581,0.51268375,1.0,0.62315035,53,2.929,6.66,10.563237190246582,5547.72
Q8_0,Which course teaches how to switch programming languages and fix code using AI tools?,multi-hop,Use Generative AI for Software Development Using IBM watsonx™,The “Use Generative AI for Software Development” course teaches how to switch programming languages and fix code using AI tools. It covers techniques like machine learning and deep learning to help you address coding issues. This course utilizes IBM watsonx for practicing code generation and problem-solving.,0.04928412630671678,0.32142857142857145,22.22222222222222,0.8946650624275208,0.75353587,0.0,0.7043899,46,3.046,6.206,10.195488691329956,5555.3
Q8_0,Which course explains the CIA triad and concepts of data privacy?,multi-hop,Getting Started with Cybersecurity,"The “Cybersecurity Fundamentals” course explains cybersecurity concepts, including cyber threat groups and common approaches to prevent cyber attacks. It also covers topics like cryptography and overall cyber security risk management strategies. This course includes an understanding of the CIA triad and data privacy.",0.0,0.0425531914893617,4.545454545454546,0.8613065481185913,0.61121315,1.0,0.5899205,43,3.059,6.502,9.42617130279541,5554.9
Q8_0,Which is longer: 'Artificial Intelligence Fundamentals' or 'Getting Started with Artificial Intelligence'?,comparative,'Artificial Intelligence Fundamentals' is longer with 10+ hours compared to 3 hours.,"'Artificial Intelligence Fundamentals' is longer than 'Getting Started with Artificial Intelligence.' The former credential requires 10+ hours, while the latter only takes 3 hours.",0.2025790466186438,0.5555555555555556,58.82352941176471,0.9220253229141235,0.78152,0.0,0.43750238,24,3.326,4.928,8.532027959823608,5547.02
Q8_0,Which course is more comprehensive in duration: 'Machine Learning for Data Science Projects' or 'Data Fundamentals'?,comparative,'Machine Learning for Data Science Projects' with 20+ hours is more comprehensive than 'Data Fundamentals' with 7 hours.,"“Machine Learning for Data Science Projects” has a duration of 20+ hours, which is more comprehensive than “Data Fundamentals” at 7 hours. “Getting Started with Data” has a duration of 3 hours. Therefore, “Machine Learning for Data Science Projects” is the most extensive course.",0.1343358202203811,0.5161290322580644,47.45762711864407,0.9262961149215698,0.8616468,0.0,0.48068306,44,2.994,6.573,11.242295980453491,5545.81
Q8_0,"Between 'Cybersecurity Fundamentals' and 'Getting Started with Cybersecurity', which takes more time?",comparative,'Cybersecurity Fundamentals' takes more time with 7.5 hours compared to 3 hours.,"“Cybersecurity Fundamentals” takes 7.5 hours, while “Getting Started with Cybersecurity” only requires 3 hours. Therefore, “Cybersecurity Fundamentals” requires more time to complete.",0.0,0.4444444444444444,52.94117647058824,0.9189265966415405,0.9066223,0.0,0.44316858,22,3.247,5.933,8.849288702011108,5555.59
Q8_0,Is 'Journey to Cloud: Orchestrating Your Solution' longer than 'Journey to Cloud: Envisioning Your Solution'?,comparative,"Yes, 'Journey to Cloud: Orchestrating Your Solution' is 20+ hours, while 'Journey to Cloud: Envisioning Your Solution' is 5 hours.","Yes, ""Journey to Cloud: Orchestrating Your Solution"" is longer than ""Journey to Cloud: Envisioning Your Solution."" The former requires 20+ hours, while the latter only takes 5 hours.",0.31280763439438314,0.6666666666666666,82.60869565217392,0.9657708406448364,0.96487904,0.0,0.3618263,28,3.26,5.731,9.69366979598999,5547.71
Q8_0,Which course is shorter: 'Build Your First Chatbot Using IBM watsonx™' or 'Generative AI in Action'?,comparative,'Build Your First Chatbot Using IBM watsonx™' is shorter with 60 minutes compared to 'Generative AI in Action' with 5+ hours.,"'Build Your First Chatbot Using IBM watsonx™' is shorter, with a duration of 60 minutes total course time, compared to 'Generative AI in Action' which also has a duration of 60 minutes. Both courses have the same length.",0.31465871983706517,0.6101694915254237,64.28571428571428,0.9458200931549072,0.94106144,0.0,0.6490653,38,3.4,5.869,10.748511791229248,5548.9
Q8_0,Which course teaches quantum computing with IBM Qiskit?,unanswerable,N/A,"I do not have enough information to answer which course teaches quantum computing with IBM Qiskit. The provided contexts focus on AI, data classification, and chatbot development using IBM watsonx. They do not mention any courses related to quantum computing.",0.0,0.0,0.0,0.7636404633522034,-0.06762483,0.0,0.4469614,40,2.914,6.342,9.156843900680542,5555.16
Q8_0,What is the cost of the 'Artificial Intelligence Fundamentals' course?,unanswerable,N/A,"I do not have information about the cost of the ‘Artificial Intelligence Fundamentals’ course. The provided context describes various AI-related courses, but it doesn’t include pricing details.",0.0,0.0,0.0,0.7692307829856873,-0.042167537,0.0,0.3730255,27,3.336,5.106,8.399118900299072,5548.84
Q8_0,Which course is available in German and focuses on blockchain?,unanswerable,N/A,"I don't know which course is available in German and focuses on blockchain. The provided context describes courses in artificial intelligence, data science, and fundamentals, but none are offered in German or specifically about blockchain.",0.0,0.0,0.0,0.7742592692375183,0.011702742,0.0,0.22994155,35,3.384,5.189,9.172350645065308,5546.24
Q8_0,Who is the instructor of the 'Getting Started with Cybersecurity' course?,unanswerable,N/A,I don’t know who the instructor of the ‘Getting Started with Cybersecurity’ course is. The provided context describes various cybersecurity badges and courses but does not include instructor information.,0.0,0.0,0.0,0.7734178304672241,0.021731816,0.0,0.54572856,29,3.331,5.094,8.257617473602295,5546.07
Q8_0,What is the ISBN number of the textbook used in the 'Data Fundamentals' course?,unanswerable,N/A,"I do not have the ISBN number for the textbook used in the 'Data Fundamentals' course. The provided context describes several different credentials, but none include information about a textbook’s ISBN.",0.0,0.058823529411764705,0.0,0.7740737199783325,0.0028035454,0.0,0.28113544,31,3.343,5.259,8.713005781173706,5547.29
